"","ID","RegionName","NVotes","Leave","Residents","Households","AdultMeanAge","White","Owned","OwnedOutright","SocialRent","PrivateRent","Students","Unemp","UnempRate_EA","HigherOccup","Density","Deprived","MultiDepriv","Proportion","Vote","Age_18to44","Age_45_above","non_white","high_education_level","low_education_level","High_education_level","Low_education_level"
"259",259,"NW",5630,3684,10249,4507,49.8,95.1,68.4,26.4,17.4,13.2,3,4.6,6.8,23.4,41.5,65.7,31.9,0.654351687388988,"Leave",33.6,45,5.2,13.8,31.4,13.8,31.4
"260",260,"WM",6726,5017,15079,6191,46.8,81.9,59.7,24.6,27.2,11.2,3.1,7.7,11.6,18.5,29.1,71.5,38.3,0.745911388641094,"Leave",37.4,38.6,26.7,12.2,36.9,12.2,36.9
"261",261,"WM",6343,3652,10917,4976,53.6,82.4,78.1,37.9,10.3,9.8,3.2,3.8,5.6,42.6,27.2,55.2,21.6,0.575752798360397,"Leave",29.1,54.2,25.8,33.8,22.7,33.8,22.7
"262",262,"NW",2895,1854,5953,2236,44.9,96,89.9,19.6,0.5,9.1,3.7,2.1,2.6,37.8,23.9,40,12.1,0.640414507772021,"Leave",39.5,34.5,5,28.1,13.8,28.1,13.8
"263",263,"EE",4686,1956,7910,3330,47.1,82.3,69,22.8,17.3,12.4,3.5,4.2,5.5,42.2,23,48.4,18.6,0.41741357234315,"Remain",38.3,39.9,21.5,34.8,17.9,34.8,17.9
"264",264,"WM",9320,5087,24420,10371,44.5,59.9,57.3,20,15.1,25.1,6.1,7.9,11.4,25.7,53.8,66.5,34.3,0.545815450643777,"Leave",42.2,35.1,51.6,20.6,28.5,20.6,28.5
"265",265,"L",4993,1568,14935,6036,43.4,56.5,32.8,12.8,31.8,31.3,7.5,5.8,8.1,40.3,89.1,65.8,32.4,0.314039655517725,"Remain",46.2,31.6,40.7,39.4,16.2,39.4,16.2
"266",266,"SE",3366,1238,7030,3038,51,94,70,28.3,11.2,16.8,2.4,3.2,4.2,51.6,17.9,44.3,15.4,0.367795603089721,"Remain",32.9,47.4,5.6,43.4,13.8,43.4,13.8
"267",267,"EE",2433,1322,3252,1236,43.9,85.4,63.6,14.4,24,9.4,2.6,5.1,6.6,33.4,3.7,52.2,19.9,0.543362104397863,"Leave",40.6,30.7,17.4,22.9,17,22.9,17
"268",268,"L",5034,1984,14243,5229,40.4,36.5,32.9,11.8,33.4,31.4,10.7,7.4,10.9,24.9,71.8,73.3,35.8,0.394119984108065,"Remain",47.9,25.6,74.5,28.5,21.1,28.5,21.1
"269",269,"EE",3236,2332,7257,2982,45.7,88.6,49,13.7,38.6,10.4,2.9,6.7,9.4,24.2,51.3,66,29.8,0.720642768850433,"Leave",38.2,36.1,11.2,14.7,27.9,14.7,27.9
"270",270,"NW",4645,2979,10129,4663,47,94.6,57.7,19,23.7,16.9,3.2,6.9,10.1,21.9,20.8,67.8,36.6,0.641334768568353,"Leave",37.4,40.9,6.5,13.8,32.6,13.8,32.6
"271",271,"EE",4355,1627,6524,2624,49.9,90,80.3,32.2,9.4,9.3,3.9,2.7,3.6,50.5,34.3,45.8,15.7,0.373593570608496,"Remain",31.5,45.4,11.7,40.7,13.3,40.7,13.3
"272",272,"NW",7970,3963,15639,6920,48.5,97.1,67.1,25,6.8,25.2,3.6,6.4,9.6,25.2,73,64.8,31.9,0.49723964868256,"Remain",34.4,43.8,2.9,18.5,27,18.5,27
"273",273,"SE",3773,1806,5881,2014,49.1,94.8,81.5,29.7,3.3,9.7,4.4,2,2.9,51.3,11.6,37.8,10.9,0.478664192949907,"Remain",28.7,40.4,5.5,35.2,13.1,35.2,13.1
"274",274,"SW",5704,3401,8890,3715,51.5,98.4,78.8,29.6,10.7,9.3,2.8,2.9,4.1,32.6,22.3,55,22.1,0.59624824684432,"Leave",31,49.1,1.5,23.3,21.7,23.3,21.7
"275",275,"L",5760,1886,13424,5281,43,49.6,44.9,13.6,28.1,25.2,6.9,6.7,9.5,34.3,74.7,65.8,32.7,0.327430555555556,"Remain",44.9,29.6,58.4,33,20.8,33,20.8
"276",276,"SE",3614,2013,5176,2120,52.5,97.4,80.3,38.6,6.5,10.7,2,2.4,3.5,40.4,1,49.6,17.4,0.557000553403431,"Leave",27.1,53.3,2.5,30.4,20.2,30.4,20.2
"277",277,"NW",4809,2651,12305,5523,44.3,70.3,43,15.5,32.8,22.7,4.3,7.1,11.2,16.4,29.8,72.9,41.6,0.551258057808276,"Leave",41.3,34.5,48.1,13.6,33.4,13.6,33.4
"278",278,"NW",5718,3465,11154,5040,48.2,93.8,63.7,24.3,21.7,13.5,3.1,4.9,7.2,24.7,33.4,63.5,31.3,0.60598111227702,"Leave",35.8,42.4,6.6,16.1,29.5,16.1,29.5
"279",279,"L",5699,1628,13970,5440,41.3,50.1,39.1,13.3,25.5,33.1,8.4,7.4,10.3,34.5,130.6,66.4,32.3,0.285664151605545,"Remain",50.6,26.5,59.1,36.4,19,36.4,19
"280",280,"WM",1300,761,2255,957,52.6,97.1,78.5,37.7,12.1,8.3,2.9,2.4,3.4,44.5,1.3,46.8,15.5,0.585384615384615,"Leave",26.9,54.6,3.4,35.1,18.6,35.1,18.6
"281",281,"NE",5575,3407,12601,5342,48.4,98.2,69.3,23.5,21.2,9,3.1,4.9,7.3,26.2,9.2,60.7,29.8,0.611121076233184,"Leave",34.8,42.9,2.2,19,27,19,27
"282",282,"EE",4653,1192,7634,3676,42.3,87.2,55.6,18.6,12.2,30.4,3.4,3.4,4.1,63.7,61,41.8,14.8,0.256178809370299,"Remain",53.8,28.7,13.6,61.2,8.5,61.2,8.5
"283",283,"SW",6794,3396,12730,5243,46.4,95.6,68,24.7,4.5,26.5,12.5,3.3,4.8,39.8,52.7,51.3,18.2,0.499852811304092,"Remain",40.5,41.2,3.8,31.1,15.1,31.1,15.1
"284",284,"L",4301,1169,11496,5466,44.4,76.8,50,22.9,12.9,35.7,4.4,3.4,4.4,59.7,66.6,49.8,19.1,0.271797256451988,"Remain",48.5,35,22.9,55.4,9.9,55.4,9.9
"285",285,"L",3779,2115,12381,3946,42.4,26.1,45,17.6,24.7,28.2,9.5,5.3,7.8,22.7,46.7,75,35.9,0.559671870865308,"Leave",45.8,30.2,112.5,26.2,20.2,26.2,20.2
"286",286,"L",5353,1399,13997,5561,40.4,54.8,26.7,10.6,36.8,32.5,11.6,6.8,10,30.5,116.8,73.1,38.6,0.261348776387073,"Remain",52,26.6,42,33.8,20.8,33.8,20.8
"287",287,"SE",2965,1959,3451,1395,54.4,96.3,92.1,43.3,1.1,6,2.3,2.7,4.1,36.7,4.7,54.5,16.4,0.66070826306914,"Leave",25.1,57,5,22,21.9,22,21.9
"288",288,"NW",6961,4150,14518,6370,45.8,93.3,68.2,21.1,13.9,16.2,3.4,4.8,6.6,25.7,60.7,61.2,28.9,0.596178709955466,"Leave",38.8,38,7.1,17.6,26.7,17.6,26.7
"289",289,"WM",1207,762,2234,891,53.5,96.8,71.2,37.5,10.5,16.2,2.5,3.2,4.6,38.7,0.5,54.2,19.8,0.631317315658658,"Leave",25.4,56.1,3.5,26.2,25.2,26.2,25.2
"290",290,"EE",2291,1268,3581,1478,51.5,97.1,78.2,32.8,8.3,10.3,1.8,2.5,3.5,42,0.4,45.1,16.7,0.553470100392842,"Leave",27.1,54,2.7,33.2,18.1,33.2,18.1
"291",291,"NE",4588,2686,9102,4052,50.5,97.6,63.2,24.4,27.7,6.5,3.8,6.3,9.3,28,33.9,61.3,27.8,0.585440278988666,"Leave",31.9,47.9,2.5,21.2,26.4,21.2,26.4
"292",292,"NE",4965,3181,10579,4890,48.8,98.6,47.1,18.4,37.6,14.6,3,7.6,12.2,16,27.8,73,42.3,0.640684793554884,"Leave",34.2,45.6,1.6,11.6,38.5,11.6,38.5
"293",293,"L",5169,1049,11789,5346,41.4,71,41.7,18,17.1,39.7,6.8,4.4,5.8,58.5,120.3,57.9,23.5,0.202940607467595,"Remain",54.3,28.9,26.6,57.8,9.2,57.8,9.2
"294",294,"WM",5346,3984,13830,5152,45.4,83,43.5,15.1,40.9,13.9,3.5,10.5,17.2,13.2,34.4,77.8,44.2,0.745230078563412,"Leave",36.5,33.7,23.1,9.3,45.8,9.3,45.8
"295",295,"NW",3927,1598,11563,3780,42.2,24.4,58.7,28.7,19.6,17.9,8,8.3,15.5,13.4,51.8,80.8,47,0.406926406926407,"Remain",42.2,27.3,134.2,15.9,34.1,15.9,34.1
"296",296,"L",6275,4344,12703,5514,48.6,89.9,73.6,27.5,14.7,10.8,3.4,4.8,6.8,31.8,17.2,60.2,26.7,0.692270916334661,"Leave",36,43.8,11.2,20.6,25.8,20.6,25.8
"297",297,"Y",5628,3574,12220,5997,47.1,94.7,58.1,19.9,18.6,21.9,2.9,7,9.8,24.6,18.6,66.3,32.1,0.635039090262971,"Leave",38.5,41.6,7.1,18,28.4,18,28.4
"298",298,"L",6771,3601,14437,5350,44.8,62.1,51,16.8,27.1,19.7,6.3,7.4,11.3,23.2,65.6,72.9,36.6,0.531826908876089,"Leave",38.4,32.8,33.3,17.9,30.2,17.9,30.2
"299",299,"NE",4161,2534,8114,3653,48.9,94.5,74.1,28,9.7,14.8,5.7,4.9,7,33.8,59.6,53.9,22.8,0.608988223984619,"Leave",35.6,47.1,5.9,26.4,20.7,26.4,20.7
"300",300,"L",4927,1244,11892,4613,35.9,50.8,14.5,7.5,52.8,29.8,37.5,4.9,9.4,43.1,200.1,75,32.4,0.252486299979704,"Remain",62,21.9,48.1,39.7,12.1,39.7,12.1
"301",301,"Y",9405,5170,16441,7231,51.9,97.2,81.2,34.5,4.1,13.3,2.4,2.1,2.9,39.2,3.4,48,17.2,0.549707602339181,"Leave",30.1,51.4,3.4,31.1,19.1,31.1,19.1
"302",302,"EE",2428,959,4866,1962,51.3,97.1,74.9,28.3,13.9,9.1,2.6,2.8,3.7,46.6,2.1,45.5,14.9,0.39497528830313,"Remain",30.5,47.4,2.9,37.7,17.3,37.7,17.3
"303",303,"SE",7581,3326,14805,6035,49.9,87.8,62.9,24,24.4,11.1,3.5,4,5.8,30.9,21,63.3,29.6,0.438728399947237,"Remain",31.3,44,9.8,22,26.7,22,26.7
"304",304,"NE",4723,3109,8293,3712,49.9,98.3,60.2,19.1,33.5,5.7,3.1,6.5,9.8,20,37.8,68.4,37.4,0.658268049968241,"Leave",32.5,47.9,1.6,12.8,34.2,12.8,34.2
"305",305,"EE",5158,1631,7925,3070,43.9,80.7,73,22.5,7.5,18.4,4.7,3,3.8,55.1,63.6,40.4,12.7,0.316207832493214,"Remain",43.2,31.9,22.2,48.7,10.9,48.7,10.9
"306",306,"L",7163,3835,12295,4932,51.3,84.6,80.6,30.6,11.7,6.4,3.1,4,5.7,43,16.3,52,18.9,0.535390199637024,"Leave",29.2,48.8,16,30.3,18.2,30.3,18.2
"307",307,"L",7644,3617,15856,7028,44.3,68.7,61.8,21.9,8.7,27.6,4.1,4.8,6.2,48,46.1,51,18,0.473181580324437,"Remain",45.5,34.6,35.7,42.1,12,42.1,12
"308",308,"L",6203,4446,12518,5148,49.7,86.3,76.1,29.6,13.3,9.6,3.2,4.6,6.5,27.3,35,64,28.7,0.716749959696921,"Leave",32.9,46.3,15.9,16.5,29.6,16.5,29.6
"309",309,"SE",6878,4496,18720,7731,40.8,81.5,15.9,5.4,65.7,14.4,19.7,7,12.3,19.9,56.7,80.7,45.9,0.653678394882233,"Leave",49.7,29.4,17,13.4,31.5,13.4,31.5
"310",310,"L",6399,4140,9992,3926,49.1,95.9,88.5,30.6,4.1,6.2,2.4,3.2,4.2,36.1,12.4,49.6,14.9,0.646976090014065,"Leave",32,46.3,4.1,23,18.3,23,18.3
"311",311,"NW",5871,3870,10649,4636,50.8,96,81.8,34.2,8.5,8.4,2.9,3.1,4.6,32.7,22.3,55.9,22.8,0.659172202350537,"Leave",30.8,50,4.5,21.9,23.9,21.9,23.9
"312",312,"L",7503,4069,14693,6170,53,90.5,84,37.2,8,7.1,2.8,2.7,3.9,45.1,21.5,50.9,17.1,0.542316406770625,"Leave",27.6,50.5,10.9,31,18.1,31,18.1
"313",313,"L",6262,1711,12447,5838,42.7,82,53.7,20.2,8.9,35.7,4.4,3.8,4.6,67.2,88.7,45.1,13.7,0.273235388054935,"Remain",51.5,31.2,15.3,67,6.4,67,6.4
"314",314,"Y",6437,3831,11725,5273,48.5,93.4,66.5,24.7,14.6,17.4,2.8,5.4,7.6,28.3,13.7,60.3,27,0.59515302159391,"Leave",35.4,43.5,10.1,20.9,25.2,20.9,25.2
"315",315,"Y",6443,3320,10697,4745,50.2,98,76.1,32.1,8.9,13.7,3.2,3.6,5,41,2.2,51.2,21.4,0.515287909358994,"Leave",30.5,48.4,2.2,33.3,18.9,33.3,18.9
"316",316,"SW",6942,4498,13083,5478,49.1,97.5,62.8,22.2,21.7,13.8,3,4.1,6.1,25.6,30.1,62.1,27.8,0.647940074906367,"Leave",34,43.2,2.3,17.8,27.1,17.8,27.1
"317",317,"EE",4413,1669,7735,2892,47.2,84.2,65.1,20,27.1,7,3.7,3.2,4.2,50,37,46.7,19,0.37820077045094,"Remain",37.3,35.9,16.5,41.7,17.5,41.7,17.5
"318",318,"Y",6300,2450,17192,5229,44.3,35,73,24.7,9,16.3,7.6,6.6,10.8,26.3,29.8,65.3,30.6,0.388888888888889,"Remain",39,29.2,115.3,25.5,27.9,25.5,27.9
"319",319,"EM",6699,4125,13671,5952,48.8,84.5,72,28.2,14.5,12.2,3.5,5.7,8.3,24,42.3,62.6,28.7,0.61576354679803,"Leave",34,45.7,18,16.1,29.7,16.1,29.7
"320",320,"NW",5293,3410,10201,4333,49,87,70.4,26.1,12.7,15.1,3.6,5.3,7.9,24.6,13.7,64.4,31.5,0.644247118836199,"Leave",33.9,44.2,20.5,17.3,28.9,17.3,28.9
"321",321,"NE",4913,3081,11113,4547,47,98.1,55.6,17,35.5,8.4,3.5,7.3,11.1,18,33.2,68,36.8,0.62711174435172,"Leave",37.3,40.6,2.1,12.7,34.1,12.7,34.1
"322",322,"L",4715,1825,12523,4841,49.6,51.6,65.9,30,9.4,22.3,5.4,3.5,5,46.4,22.8,57.6,25.2,0.387062566277837,"Remain",35.6,43.7,70,40.8,17.8,40.8,17.8
"323",323,"NW",1915,877,2002,893,52.2,97.5,88.5,42.3,1,9.4,1.6,1.2,1.7,42.7,3.9,46.2,13.7,0.457963446475196,"Remain",28.7,53.2,3.3,38.2,15.6,38.2,15.6
"324",324,"NW",2789,1919,6653,2924,48.6,97.6,71.9,29.4,6.9,20.5,3.8,4.1,6,28.2,6.2,60.3,27.6,0.688060236643958,"Leave",33.8,44.4,3.1,20.6,25,20.6,25
"325",325,"NW",5323,3182,11513,4907,46.8,89.9,60.6,17.9,25.4,12.6,3.5,5.9,8.8,22.6,21.5,65.2,33.7,0.597783204959609,"Leave",36.7,39,10.2,15.3,30.7,15.3,30.7
"326",326,"NW",3180,2055,6956,3035,44.6,92.2,57.5,19.3,18.1,22.5,4.1,6.1,8.9,22,53.7,66.2,32.9,0.64622641509434,"Leave",40.7,34,10,16.2,29,16.2,29
"327",327,"L",7778,3724,15028,5905,48.1,76.8,75.6,25,11.1,11.5,3.4,4.2,5.7,47,23.9,47.6,15.7,0.478786320390846,"Remain",35.3,41.5,26.6,36.1,14.6,36.1,14.6
"328",328,"EM",6559,3936,12942,5294,47.4,89.8,69.4,27.5,17.9,11.8,10.3,5,7.3,26.7,28.8,64.2,30.6,0.600091477359354,"Leave",38.3,42.8,12.6,17,29.6,17,29.6
"329",329,"WM",5424,3195,14023,6090,41.7,55.5,37.4,13.2,42.1,17.8,10.4,11,16.5,19.3,38.4,72.3,38.1,0.589048672566372,"Leave",47.2,29.5,50.6,17.8,30.1,17.8,30.1
"330",330,"Y",7829,5609,15414,6593,48.9,98.2,62.2,23.7,25.7,10.8,2.4,5.6,9,19,7.3,71.5,39.8,0.716438881083152,"Leave",33.5,44.9,2,12.7,40.3,12.7,40.3
"331",331,"WM",5842,3877,12397,5183,47.2,83.8,68.7,27.1,17.3,11.5,3.3,6,8.8,22.7,38.9,64.2,32.5,0.663642588154742,"Leave",36.2,40.7,28.6,15.6,30.3,15.6,30.3
"332",332,"SE",7575,4834,13823,5477,47.1,88.9,72.8,25.8,7.3,18.2,3,4.9,6.7,28.4,48.3,57.2,22.4,0.638151815181518,"Leave",36.4,40.4,15.9,19.7,21.2,19.7,21.2
"333",333,"SE",2498,1432,5137,2005,45.3,91.4,83.7,21,8.3,7.4,2.8,2.6,3.2,41.6,13.4,41.5,12.6,0.573258606885508,"Leave",37.9,38.9,9.7,28.2,13.7,28.2,13.7
"334",334,"NW",9051,4142,13061,5827,53.9,98,84.9,37.2,6.6,7.8,2.8,3.2,4.9,39,13.1,57,23.5,0.457628991271683,"Remain",26.4,55.3,2.2,29.3,21,29.3,21
"335",335,"L",6346,2580,16813,6962,42.8,44.9,52.5,12.9,20.7,23.8,6.7,7.4,9.9,33.9,79.6,61.2,27.2,0.406555310431768,"Remain",41.6,30.8,56.2,29,17.1,29,17.1
"336",336,"Y",8926,5007,14447,6289,49.1,97.2,80.3,30.1,2.7,15,2.6,3,4,38,2.5,48.5,17.9,0.560945552319068,"Leave",33.2,46.8,3,29.4,18.8,29.4,18.8
"337",337,"NW",7953,3958,14357,6492,46.7,96.6,45.7,16.4,31.2,21.1,3.4,8.3,13.5,19.3,49.4,71.4,40.6,0.497673833773419,"Remain",36.9,38,3.3,13.7,31.6,13.7,31.6
"338",338,"EE",3201,1366,7143,3377,43.9,73,40.5,15.3,18.1,39.5,8.7,6.3,8.7,35.8,51.6,61.5,29.1,0.426741643236489,"Remain",48.3,34.2,29.5,33.1,21,33.1,21
"339",339,"L",7770,3885,14782,5555,46.9,63.3,66.9,22.5,21.6,10.1,5.4,4.7,6.5,35.3,55.8,57.6,23.4,0.5,"Remain",34.7,40.4,39.8,27.3,19.5,27.3,19.5
"340",340,"NW",1977,1331,4357,1957,48.8,95,60.7,21.6,16.2,21.6,3.4,5.7,8.8,22.4,18.5,66.5,35.7,0.673242286292362,"Leave",35.8,42.9,6.5,16.1,32.8,16.1,32.8
"341",341,"NW",1363,953,4602,2164,46.6,97.4,49.1,20.4,17.6,32,2.9,8.3,13.9,14.7,52.4,75.6,44.5,0.699192956713133,"Leave",37.9,38.7,2.7,10.5,35.1,10.5,35.1
"342",342,"EE",5465,3268,9896,4237,49.4,95.3,53.3,22.5,38.4,7.1,2.2,5.5,8.5,19.3,44.2,68.4,32.9,0.597987191216834,"Leave",35,43.8,4.1,12.7,36,12.7,36
"343",343,"EE",3955,1889,4343,1749,50,90.7,77.5,29.9,10.3,10.6,2.4,2.1,2.8,49.1,1,41.6,13.1,0.477623261694058,"Remain",30.5,47.1,11.9,39.6,13.7,39.6,13.7
"344",344,"L",10232,3870,17398,7704,44.1,65.4,49.4,15.3,29.9,19.1,5.8,6.3,8.5,39.6,60.3,58.1,25.9,0.378225175918686,"Remain",42.9,33.7,33.9,36.5,17,36.5,17
"345",345,"WM",3626,2475,6617,2924,50.2,98,74.4,28.8,8.6,15.5,2.3,4.2,6,26.7,33.4,60.7,28.1,0.682570325427468,"Leave",32.7,47.5,2.1,17.2,28.5,17.2,28.5
"346",346,"SE",2267,1336,2404,981,52,97,81.4,34.5,8.6,7.9,2,2.6,3.7,38.7,2,48.4,17,0.58932509925011,"Leave",26.5,54.4,2.7,24.5,19.4,24.5,19.4
"347",347,"EE",6115,1352,9336,4113,39.5,93.3,54.5,21.6,4.1,40.3,23.9,2.7,3.7,57.6,82.6,35.9,10.5,0.221095666394113,"Remain",55.5,29.1,6.5,51.3,6.9,51.3,6.9
"348",348,"WM",2054,1229,3811,1626,54,97.5,78.2,39.2,9.2,11.2,2,2.5,3.7,40.3,1,53.2,19.8,0.598344693281402,"Leave",26.3,56.7,3,28.7,21.5,28.7,21.5
"349",349,"SW",5136,3054,8224,3322,45,98.2,74.9,21.4,4.4,18.6,3.1,2.4,3.1,33.4,54.8,44.6,15,0.594626168224299,"Leave",39.5,37.3,1.6,23.7,13.1,23.7,13.1
"350",350,"EE",3225,1681,5453,2315,47.5,93.7,67.5,22.1,17.3,14.3,2.1,2.5,3.2,34.4,38.1,53.1,20.2,0.521240310077519,"Leave",38.4,40.4,6.6,27.2,21.4,27.2,21.4
"351",351,"WM",3782,2733,7087,3107,47.5,97.7,62.2,21,21.2,15.4,2.6,5.3,7.6,21.7,7.1,66.1,33.6,0.722633527234268,"Leave",37,42.2,2.5,15.2,30.7,15.2,30.7
"352",352,"NW",8040,4327,14921,6812,49.2,96.8,68.2,24.6,5.4,25.3,3.3,5.9,8.7,32.6,65.4,61.9,28.5,0.53818407960199,"Leave",34.3,45.3,2.9,25.5,21.8,25.5,21.8
"353",353,"L",7239,3228,19812,6986,39.6,42.4,33.7,5.3,34.7,28.4,8.5,7.5,10.7,27.3,51.8,66.1,28.5,0.445917944467468,"Remain",47.5,21.6,56.9,32.4,18.7,32.4,18.7
"354",354,"EM",2463,1692,6092,2527,47.6,98,73.4,27,11.2,14.3,2.8,5.2,7.3,24.9,42.1,61.1,27.9,0.686967113276492,"Leave",37,41.6,2.4,16.3,28.7,16.3,28.7
"355",355,"L",7805,3182,13505,4813,48.8,74.8,84.7,28.6,4.5,10.1,4.1,3.4,4.6,45.4,27.7,45.7,15.2,0.407687379884689,"Remain",31.8,44.9,31.9,34.9,15.1,34.9,15.1
"356",356,"L",4962,1587,13584,5625,39.3,55.7,19.5,9.8,48.4,29.9,23.5,4.9,8.3,42.2,103.2,72.6,35.1,0.319830713422007,"Remain",54.9,27.6,41.9,36.1,17.5,36.1,17.5
"357",357,"L",4658,1660,9903,3630,46.3,70,74.4,25.9,5.2,18.8,5.6,3.5,4.6,47,52,47.1,16.8,0.356376127093173,"Remain",40.3,37,33.2,41.9,13.9,41.9,13.9
"358",358,"NW",6986,3927,15279,6918,46,96.3,37.4,12.4,44.1,17.3,3.8,9,15.5,16.8,23.3,74.1,44.8,0.562124248496994,"Leave",36.8,37.2,4,12.4,38.2,12.4,38.2
"359",359,"SE",4654,2683,8575,3694,47.8,91.8,70.6,27,7.2,20.7,3,3,4,36.7,52.6,52.3,19.3,0.576493339063171,"Leave",37.6,42.3,9.4,26.4,18.4,26.4,18.4
"360",360,"NW",5031,2681,9733,3947,51.3,79.8,79.7,35.5,8,11.1,3.8,3.2,4.8,41.4,22.8,52.4,19.6,0.532896044523951,"Leave",30.6,48.4,34.5,33.5,21,33.5,21
"361",361,"EE",3497,2123,9073,3679,44.4,73.4,50.7,14.7,31.3,16.1,4.1,6.4,8.8,22.1,23,64.7,29.4,0.607091792965399,"Leave",41.7,32.2,31.2,17.4,28.2,17.4,28.2
"362",362,"EE",3607,905,9165,3438,45.5,81.7,63.8,31.1,16.1,17.8,17,1.7,2.6,61.1,20.8,45.9,13.1,0.250901025783199,"Remain",41.6,39.1,20.6,54,10,54,10
"363",363,"EE",3446,1396,8817,3691,47.3,78.8,58.5,23.7,22.7,17.4,4.9,3.3,4.4,42.3,24.5,54.8,22.4,0.405107370864771,"Remain",39.7,39.2,24.9,37.8,19.2,37.8,19.2
"364",364,"L",7204,2674,16545,6080,45.8,37.7,59.9,21.5,12.2,25.4,7.4,5.4,7.6,35.7,67.4,60.4,25,0.371182676290949,"Remain",38.9,37.6,78.9,34.1,16.2,34.1,16.2
"365",365,"WM",7078,5108,15849,6428,45.2,76.3,57.1,20.1,25,16,3.6,7.9,11.5,20.3,33.8,67.9,35.3,0.721672788923425,"Leave",39.2,36.2,33.8,14,34.6,14,34.6
"366",366,"NE",4464,2649,9213,4334,47.5,81.8,55.5,19.5,26.5,16.4,4.2,8.1,12.3,23.5,38,66.2,33.4,0.593413978494624,"Leave",36.3,42.9,18,20,30.5,20,30.5
"367",367,"EE",3343,2173,7454,3274,47.8,85.9,48.3,14.3,37.5,13.1,3.3,6.2,8.4,25.4,31.2,69,32.2,0.650014956625785,"Leave",37,40.7,16.3,15.3,29,15.3,29
"368",368,"L",5173,1373,10366,4587,40.4,73.4,47.8,16.7,13.6,37.4,5.4,3.2,4,58.6,76.3,47.2,18.3,0.26541658612024,"Remain",57.6,25.3,28.4,55.4,10.1,55.4,10.1
"369",369,"Y",5149,3956,12781,5297,46.9,98.3,46.6,16,40.9,11.4,3.6,10.9,17.8,12.7,45.8,75.1,40.2,0.768304525150515,"Leave",34.6,38.1,1.6,8.5,41.4,8.5,41.4
"370",370,"NW",5308,3248,10440,4248,47.8,94.7,80.3,26.3,6.5,12.4,3.3,2.9,3.9,36.7,7.1,50,18.7,0.611906556141673,"Leave",34.4,42.1,7.7,26.5,20.2,26.5,20.2
"371",371,"L",6722,3409,13819,5663,46.3,76.6,61.1,20,20.4,16.1,4.5,5.6,7.9,34.9,8.3,60.6,27.9,0.507140731925022,"Leave",38.5,36.8,21.6,28.1,22.4,28.1,22.4
"372",372,"NW",5619,3600,11652,5057,47.7,93.8,66.9,23.1,20.1,11.2,3.4,6.2,8.9,25.8,13.9,62.9,31.6,0.640683395621997,"Leave",36,41.7,7,18.7,27.7,18.7,27.7
"373",373,"L",5434,1582,12415,5276,42.4,62.9,23.7,10.9,53.5,20.9,10.4,5.8,8.7,44.8,174,68.1,34.7,0.29112992270887,"Remain",49.1,29.3,33.1,43.1,18.6,43.1,18.6
"374",374,"NW",5518,3520,10488,4702,47.7,95,71.4,24.3,15.5,11.7,3.6,5.5,7.7,25.8,41.5,63.6,31.3,0.637912287060529,"Leave",36.3,42.7,5.6,16.8,29.3,16.8,29.3
"375",375,"Y",9198,6000,16183,7124,49.6,97.6,72.3,27,15.3,11.6,2.1,3.9,5.4,30.5,13.6,56.9,24.1,0.652315720808871,"Leave",33.9,45.8,2.6,20.4,25.5,20.4,25.5
"376",376,"L",5110,2627,10457,3993,45.6,65,51.5,15.5,29.4,17.1,6.2,4.8,6.8,28.8,58.2,66.5,31.7,0.514090019569472,"Leave",40.6,35,41.8,23.4,23.7,23.4,23.7
"377",377,"NW",4674,2882,11517,4693,45,73.9,47.3,13.5,39.9,11.4,4.2,7.6,12.9,17.4,32.7,74.8,42.2,0.616602481814292,"Leave",38.9,32,41.8,12.3,36.1,12.3,36.1
"378",378,"L",6251,1564,13769,5982,42.3,55.1,36.7,8.2,36.4,25,6,7.1,9.5,41.6,89.9,59.3,27.9,0.250199968005119,"Remain",46.7,28.5,42.1,39.3,18.4,39.3,18.4
"379",379,"EE",5667,2876,9192,3856,51.4,97.4,86.8,34.8,1.1,11.4,2.4,2.7,3.7,49.7,30.8,42.9,12.9,0.507499558849479,"Leave",30.1,48,2.5,33.3,15.1,33.3,15.1
"380",380,"L",6384,1697,14396,5372,43.7,47.5,51.1,18.1,14,32.7,7.3,6,8.2,35.2,86.9,62.9,27.6,0.265820802005013,"Remain",44,33,60.2,34.8,17,34.8,17
"381",381,"EM",6268,4308,16224,7143,46.1,84.6,45.8,14.6,37.9,14.8,3.6,9.4,14.3,15.6,31,73.3,39.6,0.687300574345884,"Leave",37.5,36.4,15.2,10,39.2,10,39.2
"382",382,"EE",3361,1489,5269,2212,50.2,93.2,72.4,28.4,14.1,12,2.7,2.8,3.7,49.5,2.8,45,14.1,0.443022909848259,"Remain",32.1,47.4,7.5,39.1,15.4,39.1,15.4
"383",383,"NW",5883,3315,10280,4584,49.9,95.8,77,29.4,10.7,11.1,3.3,3.7,5.3,34.8,28.6,55.3,24.3,0.563488016318205,"Leave",33.2,47.8,4.8,25.8,21.7,25.8,21.7
"384",384,"SE",4345,2604,9730,4099,43.3,89.1,48.5,16,22.9,26.8,3.8,6.1,8.1,29.6,51.8,62.7,28.3,0.599309551208285,"Leave",45,32.7,11.4,22.2,22.2,22.2,22.2
